NAME,TICKER,COUNTRY,ICB,INDUS,SUP SEC,SEC,SUB SEC
Great Plains Energy Inc.,GXP,United States,7535,Utilities,Utilities,Electricity,Conventional Electricity
Spirit AeroSystems Hldgs Inc. Cl A,SPR,United States,2713,Industrials,Industrial Goods & Services,Aerospace & Defense,Aerospace
Terex Corp.,TEX,United States,2753,Industrials,Industrial Goods & Services,Industrial Engineering,Commerical Vehicles & Trucks
Trinity Industries Inc.,TRN,United States,2753,Industrials,Industrial Goods & Services,Industrial Engineering,Commerical Vehicles & Trucks
Brown & Brown Inc.,BRO,United States,8536,Financials,Insurance,Nonlife Insurance,Property & Casualty Insurance
Wesco International Inc.,WCC,United States,2733,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment
American Eagle Outfitters Inc.,AEO,United States,5371,Consumer Services,Retail,General Retailers,Apparel Retailers
Telephone & Data Systems Inc.,TDS,United States,6575,Telecommunications,Telecommunications,Mobile Telecommunications,Mobile Telecommunications
Sims Metal Management Ltd.,SMS,Australia,1757,Basic Materials,Basic Resources,Industrial Metals & Mining,Iron & Steel
CAE Inc.,CAE,Canada,2713,Industrials,Industrial Goods & Services,Aerospace & Defense,Aerospace
Dril-Quip Inc.,DRQ,United States,0573,Oil & Gas,Oil & Gas,Oil Equipment, Services & Distribution,Oil Equipment & Services
Visteon Corp.,VC,United States,3355,Consumer Goods,Automobiles & Parts,Automobiles & Parts,Auto Parts
Berry Petroleum Co. Cl A,BRY,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
Governor & Co. of the Bank of Ireland,IRE,Ireland,8355,Financials,Banks,Banks,Banks
Konami Corp.,KNM,Japan,3747,Consumer Goods,Personal & Household Goods,Leisure Goods,Toys
Coca-Cola Femsa S.A.B. de C.V.,KOF,Mexico,3537,Consumer Goods,Food & Beverage,Beverages,Soft Drinks
Arcos Dorados Holdings Inc. Cl A,ARCO,United States,5757,Consumer Services,Travel & Leisure,Travel & Leisure,Restaurants & Bars
Hanesbrands Inc.,HBI,United States,3763,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories
Sotheby's,BID,United States,5377,Consumer Services,Retail,General Retailers,Specialized Consumer Services
Douglas Emmett Inc.,DEI,United States,8671,Financials,Real Estate,Real Estate Investment Trusts,Industrial & Office Real Estate Investment Trusts
AuRico Gold Inc.,AUQ,Canada,1777,Basic Materials,Basic Resources,Mining,Gold Mining
Waddell & Reed Financial Inc.,WDR,United States,8771,Financials,Financial Services,Financial Services,Asset Managers
Acuity Brands Inc.,AYI,United States,2353,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures
Key Energy Services Inc.,KEG,United States,0573,Oil & Gas,Oil & Gas,Oil Equipment, Services & Distribution,Oil Equipment & Services
Flowers Foods Inc.,FLO,United States,3577,Consumer Goods,Food & Beverage,Food Producers,Food Products
Ryder System Inc.,R,United States,2777,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services
United Rentals Inc.,URI,United States,2791,Industrials,Industrial Goods & Services,Support Services,Business Support Services
Kodiak Oil & Gas Corp.,KOG,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
Regal-Beloit Corp.,RBC,United States,2733,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment
Huntsman Corp.,HUN,United States,1353,Basic Materials,Chemicals,Chemicals,Commodity Chemicals
Atwood Oceanics Inc.,ATW,United States,0573,Oil & Gas,Oil & Gas,Oil Equipment, Services & Distribution,Oil Equipment & Services
MFA Financial Inc.,MFA,United States,8676,Financials,Real Estate,Real Estate Investment Trusts,Mortgage Real Estate Investment Trusts
Equity Lifestyle Properties Inc.,ELS,United States,8673,Financials,Real Estate,Real Estate Investment Trusts,Residential Real Estate Investment Trusts
ProAssurance Corp.,PRA,United States,8536,Financials,Insurance,Nonlife Insurance,Property & Casualty Insurance
Old Republic International Corp.,ORI,United States,8536,Financials,Insurance,Nonlife Insurance,Property & Casualty Insurance
Progressive Waste Solutions Ltd.,BIN,Canada,2799,Industrials,Industrial Goods & Services,Support Services,Waste & Disposal Services
Allied World Assurance Co. Holdings Ltd.,AWH,United States,8536,Financials,Insurance,Nonlife Insurance,Property & Casualty Insurance
Clarcor Inc.,CLC,United States,2757,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery
Alleghany Corp.,Y,United States,8536,Financials,Insurance,Nonlife Insurance,Property & Casualty Insurance
National Retail Properties Inc.,NNN,United States,8672,Financials,Real Estate,Real Estate Investment Trusts,Retail Real Estate Investment Trusts
CVR Energy Inc.,CVI,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
Chico's Fas Inc.,CHS,United States,5371,Consumer Services,Retail,General Retailers,Apparel Retailers
Service Corp. International,SCI,United States,5377,Consumer Services,Retail,General Retailers,Specialized Consumer Services
Coeur d'Alene Mines Corp.,CDE,United States,1777,Basic Materials,Basic Resources,Mining,Gold Mining
Six Flags Entertainment Corp.,SIX,United States,5755,Consumer Services,Travel & Leisure,Travel & Leisure,Recreational Services
Warnaco Group Inc.,WRC,United States,3763,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories
Triumph Group Inc.,TGI,United States,2713,Industrials,Industrial Goods & Services,Aerospace & Defense,Aerospace
CBL & Associates Properties Inc.,CBL,United States,8672,Financials,Real Estate,Real Estate Investment Trusts,Retail Real Estate Investment Trusts
Crane Co.,CR,United States,2757,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery
Extra Space Storage Inc.,EXR,United States,8675,Financials,Real Estate,Real Estate Investment Trusts,Specialty Real Estate Investment Trusts
Hexcel Corp.,HXL,United States,2713,Industrials,Industrial Goods & Services,Aerospace & Defense,Aerospace
Tenet Healthcare Corp.,THC,United States,4533,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers
Tanger Factory Outlet Centers Inc.,SKT,United States,8672,Financials,Real Estate,Real Estate Investment Trusts,Retail Real Estate Investment Trusts
Mack-Cali Realty Corp.,CLI,United States,8671,Financials,Real Estate,Real Estate Investment Trusts,Industrial & Office Real Estate Investment Trusts
First Republic Bank,FRC,United States,8355,Financials,Banks,Banks,Banks
Valmont Industries Inc.,VMI,United States,2353,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures
Mindray Medical International Ltd.,MR,China,4535,Health Care,Health Care,Health Care Equipment & Services,Medical Equipment
AECOM Technology Corp.,ACM,United States,2357,Industrials,Construction & Materials,Construction & Materials,Heavy Construction
Cabot Corp.,CBT,United States,1357,Basic Materials,Chemicals,Chemicals,Specialty Chemicals
First Horizon National Corp.,FHN,United States,8355,Financials,Banks,Banks,Banks
Teleflex Inc.,TFX,United States,4537,Health Care,Health Care,Health Care Equipment & Services,Medical Supplies
Wright Express Corp.,WXS,United States,2795,Industrials,Industrial Goods & Services,Support Services,Financial Administration
Alaska Air Group Inc.,ALK,United States,5751,Consumer Services,Travel & Leisure,Travel & Leisure,Airlines
Centene Corp.,CNC,United States,4533,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers
Oasis Petroleum Inc.,OAS,United States,0533,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production
Cleco Corp.,CNL,United States,7535,Utilities,Utilities,Electricity,Conventional Electricity
Hawaiian Electric Industries Inc.,HE,United States,7535,Utilities,Utilities,Electricity,Conventional Electricity
Unit Corp.,UNT,United States,0573,Oil & Gas,Oil & Gas,Oil Equipment, Services & Distribution,Oil Equipment & Services
Compass Minerals International Inc.,CMP,United States,1775,Basic Materials,Basic Resources,Mining,General Mining
Diebold Inc.,DBD,United States,9572,Technology,Technology,Technology Hardware & Equipment,Computer Hardware
Genesee & Wyoming Inc. Cl A,GWR,United States,2775,Industrials,Industrial Goods & Services,Industrial Transportation,Railroads
Vectren Corp.,VVC,United States,7575,Utilities,Utilities,Gas, Water & Multiutilities,Multiutilities
Weight Watchers International Inc.,WTW,United States,5377,Consumer Services,Retail,General Retailers,Specialized Consumer Services
Protective Life Corp.,PL,United States,8575,Financials,Insurance,Life Insurance,Life Insurance
Piedmont Natural Gas Co.,PNY,United States,7573,Utilities,Utilities,Gas, Water & Multiutilities,Gas Distribution
Dana Holding Corp.,DAN,United States,3355,Consumer Goods,Automobiles & Parts,Automobiles & Parts,Auto Parts
John Wiley & Sons Inc. Cl A,JW/A,United States,5557,Consumer Services,Media,Media,Publishing
Corrections Corp. of America,CXW,United States,2791,Industrials,Industrial Goods & Services,Support Services,Business Support Services
Tenneco Inc.,TEN,United States,3355,Consumer Goods,Automobiles & Parts,Automobiles & Parts,Auto Parts
Mid-America Apartment Communities Inc.,MAA,United States,8673,Financials,Real Estate,Real Estate Investment Trusts,Residential Real Estate Investment Trusts
Highwoods Properties Inc.,HIW,United States,8671,Financials,Real Estate,Real Estate Investment Trusts,Industrial & Office Real Estate Investment Trusts
NeuStar Inc. Cl A,NSR,United States,2791,Industrials,Industrial Goods & Services,Support Services,Business Support Services
City National Corp.,CYN,United States,8355,Financials,Banks,Banks,Banks
Ritchie Bros. Auctioneers Inc.,RBA,United States,2753,Industrials,Industrial Goods & Services,Industrial Engineering,Commerical Vehicles & Trucks
Valley National Bancorp,VLY,United States,8355,Financials,Banks,Banks,Banks
Community Health Systems Inc.,CYH,United States,4533,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers
LaSalle Hotel Properties,LHO,United States,8677,Financials,Real Estate,Real Estate Investment Trusts,Hotel & Lodging Real Estate Investment Trusts
Copa Holdings S.A. Cl A,CPA,,5751,Consumer Services,Travel & Leisure,Travel & Leisure,Airlines
Carpenter Technology Corp.,CRS,United States,1757,Basic Materials,Basic Resources,Industrial Metals & Mining,Iron & Steel
Jefferies Group Inc.,JEF,United States,8777,Financials,Financial Services,Financial Services,Investment Services
Post Properties Inc.,PPS,United States,8673,Financials,Real Estate,Real Estate Investment Trusts,Residential Real Estate Investment Trusts
Dean Foods Co.,DF,United States,3577,Consumer Goods,Food & Beverage,Food Producers,Food Products
Hill-Rom Holdings Inc.,HRC,United States,4535,Health Care,Health Care,Health Care Equipment & Services,Medical Equipment
Alere Inc.,ALR,United States,4537,Health Care,Health Care,Health Care Equipment & Services,Medical Supplies
Teledyne Technologies Inc.,TDY,United States,2713,Industrials,Industrial Goods & Services,Aerospace & Defense,Aerospace
SolarWinds Inc.,SWI,United States,9537,Technology,Technology,Software & Computer Services,Software
Carters Inc.,CRI,United States,3763,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories
Dollar Thrifty Automotive Group Inc.,DTG,United States,5759,Consumer Services,Travel & Leisure,Travel & Leisure,Travel & Tourism
Oshkosh Corp.,OSK,United States,2753,Industrials,Industrial Goods & Services,Industrial Engineering,Commerical Vehicles & Trucks
Bank of Hawaii Corp.,BOH,United States,8355,Financials,Banks,Banks,Banks
Delphi Financial Group Inc. Cl A,DFG,United States,,,,,,,,
Guess? Inc.,GES,United States,5371,Consumer Services,Retail,General Retailers,Apparel Retailers
Omega Healthcare Investors Inc.,OHI,United States,8675,Financials,Real Estate,Real Estate Investment Trusts,Specialty Real Estate Investment Trusts
Shaw Group Inc.,SHAW,United States,2357,Industrials,Construction & Materials,Construction & Materials,Heavy Construction
Validus Holdings Ltd.,VR,United States,8538,Financials,Insurance,Nonlife Insurance,Reinsurance
DeVry Inc.,DV,United States,5377,Consumer Services,Retail,General Retailers,Specialized Consumer Services
ITT Corp.,ITT,United States,2727,Industrials,Industrial Goods & Services,General Industrials,Diversified Industrials
First Majestic Silver Corp.,AG,Canada,,,,,,,,
Aluminum Corp. of China Ltd.,ACH,China,1753,Basic Materials,Basic Resources,Industrial Metals & Mining,Aluminum
Advantest Corp.,ATE,Japan,9576,Technology,Technology,Technology Hardware & Equipment,Semiconductors
Brunswick Corp.,BC,United States,3745,Consumer Goods,Personal & Household Goods,Leisure Goods,Recreational Products
SEACOR Holding Inc.,CKH,United States,0573,Oil & Gas,Oil & Gas,Oil Equipment, Services & Distribution,Oil Equipment & Services
Brinker International Inc.,EAT,United States,5757,Consumer Services,Travel & Leisure,Travel & Leisure,Restaurants & Bars
Medicis Pharmaceutical Corp.,MRX,United States,4577,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals
Hatteras Financial Corp.,HTS,United States,8676,Financials,Real Estate,Real Estate Investment Trusts,Mortgage Real Estate Investment Trusts
WGL Holdings Inc.,WGL,United States,7573,Utilities,Utilities,Gas, Water & Multiutilities,Gas Distribution
HudBay Minerals Inc.,HBM,Canada,1755,Basic Materials,Basic Resources,Industrial Metals & Mining,Nonferrous Metals
Anixter International Inc.,AXE,United States,2733,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment
Manitowoc Co.,MTW,United States,2753,Industrials,Industrial Goods & Services,Industrial Engineering,Commerical Vehicles & Trucks
CPFL Energia S.A.,CPL,Brazil,,,,,,,,
Entertainment Properties Trust,EPR,United States,8674,Financials,Real Estate,Real Estate Investment Trusts,Diversified Real Estate Investment Trusts
Federated Investors Inc.,FII,United States,8771,Financials,Financial Services,Financial Services,Asset Managers
Life Time Fitness Inc.,LTM,United States,5755,Consumer Services,Travel & Leisure,Travel & Leisure,Recreational Services
TreeHouse Foods Inc.,THS,United States,3577,Consumer Goods,Food & Beverage,Food Producers,Food Products
Cinemark Holdings Inc.,CNK,United States,5755,Consumer Services,Travel & Leisure,Travel & Leisure,Recreational Services
YPF S.A.,YPF,Argentina,0537,Oil & Gas,Oil & Gas,Oil & Gas Producers,Integrated Oil & Gas
Dillard's Inc.,DDS,United States,5371,Consumer Services,Retail,General Retailers,Apparel Retailers
